"Gene","Patient","ExpressionLevel"
20,3,0.101131046538677
21,3,0.204707841568868
22,3,0.00276366100034174
23,3,0.0354476828222773
24,3,0.066440322620145
25,3,-0.113481901833468
26,3,-0.228271112693688
27,3,-0.185093368090272
28,3,0.0987876294186708
29,3,0.566473955251778
30,3,0.13598281545081
1,4,0.0743330119164923
2,4,0.515741698198029
3,4,0.15609824604376
4,4,-0.224354515591992
5,4,1.05575471762959
6,4,-5.57855777475166
7,4,4.09222145758318
8,4,10.2523821465936
9,4,-0.310552752282179
10,4,-0.314425917327524
11,4,0.00199926233724851
12,4,-0.0275393235595037
13,4,1.11411942907094
14,4,-0.00956267827291493
15,4,-0.325192542255776
16,4,-1.06360687794044
17,4,0.783530983080188
18,4,0.0483078086928297
19,4,0.0751642185392811
20,4,2.51999544437882
21,4,-0.00423418370054199
22,4,-1.57278096271514
23,4,-0.0563047145049743
24,4,0.121952082291159
25,4,-0.0230051225275477
26,4,-0.053514085587323
27,4,0.0458925761545384
28,4,-0.261214783316063
29,4,-0.562815942705853
30,4,0.126232662799163
1,5,0.557369088422906
2,5,1.02924523394912
3,5,0.276988261222356
4,5,0.217342106524825
5,5,0.344293690857798
6,5,-1.10164250531366
7,5,1.48405521708609
8,5,-1.3445805358718
9,5,0.759226174882041
10,5,-0.687191137014048
11,5,-0.0601169766690979
12,5,-0.108340256406936
13,5,0.15630186137397
14,5,-0.186984445842371
15,5,0.416459273325886
16,5,-0.00147459585708851
17,5,0.395347399868582
18,5,0.318167905402928
19,5,-0.0462522763364496
20,5,0.00740144951549973
21,5,0.106131996451836
22,5,-0.24439040203648
23,5,-0.0468089474118187
24,5,-0.104333431413332
25,5,0.0572203995613307
26,5,-0.0615832233076928
27,5,-0.0669689795983337
28,5,-0.0422273526776341
29,5,0.259750965075679
30,5,-0.374063212358222
1,6,0.278708728914034
2,6,-0.220986843603341
3,6,0.225497939150094
4,6,0.0899433806333383
5,6,0.321709700952327
6,6,-0.914847429549714
7,6,1.39110899005795
8,6,-1.75402223049942
9,6,0.469765366952612
10,6,-1.04717804954992
11,6,0.0313129742135753
12,6,-0.0461869438219524
13,6,0.407123707792316
14,6,0.505406453955942
15,6,0.438598829583182
16,6,0.165477387573281
17,6,-0.429472847563771
18,6,-0.195123591125603
19,6,0.0204952994685367
20,6,0.123245614003761
21,6,0.0125201901903802
22,6,0.324968145152093
23,6,0.0525099497047964
24,6,-0.0757604092972598
25,6,-0.0290159673743519
26,6,-0.0754038288815655
27,6,0.00373105075220951
28,6,0.0878359083371034
29,6,-0.799723714837224
30,6,-0.0175273829623142
1,7,0.244597009999228
2,7,0.923512966953095
3,7,0.207828221322896
4,7,0.180949685778294
5,7,0.387566983321136
6,7,-1.01608098572827
7,7,1.84158219876355
8,7,-1.28480671114437
9,7,0.313738248826611
10,7,-0.920113583368082
11,7,0.0285256608134018
12,7,0.0714255254804663
13,7,-0.0307565350816387
14,7,0.144637713381976
15,7,-0.153347953959522
16,7,-0.0157840768462676
17,7,0.037199400541878
18,7,-0.264936598670134
19,7,-0.0364084681716403
20,7,-0.214246252457479
21,7,0.0253977162180007
22,7,0.235180940829572
23,7,0.0497215043277921
24,7,-0.14853536964879
25,7,0.0363090230727579
26,7,0.138177644026633
27,7,0.133271926992396
28,7,-0.217637245294251
29,7,0.470815994169385
30,7,-0.199963000695203
1,8,0.174548132070358
2,8,0.747028108424407
3,8,0.233429472226449
4,8,0.0734634742951826
5,8,0.352591672241726
6,8,-1.1279620807038
7,8,1.68591888670724
8,8,-1.72771180824949
9,8,0.59016475651328
10,8,-1.06129380783591
11,8,0.0493920463686685
12,8,0.304196448772307
13,8,-0.526509599239671
14,8,0.135778076180504
15,8,0.299339675042891
16,8,0.307060937239589
17,8,-0.193167684039821
18,8,-0.203177633089967
19,8,-0.102430200590638
20,8,-0.263342495393697
21,8,0.0672184282382872
22,8,-0.208073120300199
23,8,0.0302459067263486
24,8,-0.109687352914591
25,8,0.116689972739117
26,8,0.0253385313127245
27,8,-0.0837769354717949
28,8,0.0427947221642913
29,8,-0.0463229950374281
30,8,-0.105783014823757
1,9,0.309464405235923
2,9,0.80631237423063
3,9,0.318320880009181
4,9,0.0598878211415637
5,9,0.366280986870052
6,9,-1.01654104192289
7,9,1.62060749740606
8,9,-1.82366291791785
9,9,1.32237177970107
10,9,-1.00895780358396
11,9,0.0302602736412348
12,9,-0.230714118786423
13,9,0.201621223330905
14,9,0.155458625946527
15,9,0.211488326773168
16,9,-0.206612924501635
17,9,-0.01559072428035
18,9,0.46090978355441
19,9,-0.043185282662203
20,9,-0.301644261820256
21,9,-0.083242915832424
22,9,-0.321082006870491
23,9,-0.0248762799856959
24,9,0.0321815412362126
25,9,-0.0310721971796771
26,9,-0.304080438156515
27,9,0.196536000741036
28,9,0.0368976703359588
29,9,-0.117611425967395
30,9,-0.0182757694254788
1,10,0.260131794018754
2,10,0.36593363277918
3,10,0.156623228495707
4,10,0.108862950679123
5,10,0.263420174454833
6,10,-1.2902561207298
7,10,1.64085294063407
8,10,-1.8064860704319
9,10,0.490199530974958
10,10,-0.409744429167779
11,10,0.0148693950622993
12,10,0.297741437982736
13,10,-0.0126221268667429
14,10,0.062267376802831
15,10,0.374379158869038
16,10,0.121340992296129
17,10,-0.109096928786355
18,10,0.197625523273477
19,10,-0.0357465957842292
20,10,-0.172531237283404
21,10,-0.129884873821681
22,10,-0.145013138449132
23,10,0.0175614183806229
24,10,-0.0369027762812323
25,10,-0.0871127666699366
26,10,0.106562785687104
27,10,-0.0698841031689271
28,10,-0.0520545504613717
29,10,-0.5514588816276
30,10,0.015210744795218
1,11,0.311694480225333
2,11,0.217389432036932
3,11,0.282183535138961
4,11,-0.0053528888959465
5,11,0.33625558940271
6,11,-1.16161136827535
7,11,1.42478031268291
8,11,-1.56262581757265
9,11,0.477376938256107
10,11,-0.764492121056228
11,11,-0.0252794186064731
12,11,-0.161385608103846
13,11,0.153511377630242
14,11,0.448723339181211
15,11,-0.0414009086347065
16,11,-0.0386805117784333
17,11,0.280869566217763
18,11,0.0273093552878598
19,11,-0.0263140341187679
20,11,0.273285368594867
21,11,0.111056959010837
22,11,-0.173616216568747
23,11,-0.00587771865263183
24,11,0.157808917505237
25,11,0.0443651129206067
26,11,0.0679085700641184
27,11,0.19511439461612
28,11,0.13608239850407
29,11,-0.0522375275534947
30,11,-0.143270683786158
1,12,0.117292216144267
2,12,0.641245803573508
3,12,0.250817928224937
4,12,0.140256949136518
5,12,0.328836811197141
6,12,-1.09093897795889
7,12,1.12219840440022
8,12,-1.5926370334286
9,12,0.871645074017566
10,12,-0.842333510250352
11,12,-0.00707303461427728
12,12,-0.0475379577124727
13,12,-0.113048341330619
14,12,0.195117192001004
15,12,0.510826937501046
16,12,0.00837752150140102
17,12,-0.132133702892625
18,12,-0.241476665949393
19,12,0.0674634010434719
20,12,0.442291155941675
21,12,-0.130396646198092
22,12,-1.00800342170957
23,12,-0.0525060722674822
24,12,0.0199769767027451
25,12,0.00475789014841029
26,12,-0.185582083642693
27,12,0.257928154210506
28,12,-0.252705521744601
29,12,-0.113002617870192
30,12,-0.351180321013204
1,13,0.315656237566989
2,13,0.553336819572717
3,13,0.247622436738759
4,13,-0.0230382604486916
5,13,0.408034741080026
6,13,-0.855514542957855
7,13,1.47758794927521
8,13,-1.90428441942203
9,13,0.445770577325657
10,13,-0.611354661520774
11,13,-0.0413810821917021
12,13,0.170982856155858
13,13,-0.256852001664312
14,13,0.301116196261342
15,13,0.211240493201937
16,13,-0.0255839950565798
17,13,0.103085456370826
18,13,-0.27551903472731
19,13,0.033319998617005
20,13,-0.225523588775187
21,13,0.0389800886637001
22,13,0.0139117260775286
23,13,0.0831773236965408
24,13,0.0797745975136152
25,13,0.0212834813289523
26,13,-0.34596083860352
27,13,-0.0209452352014778
28,13,-0.29065125211847
29,13,0.782407604455586
30,13,-0.117613482430972
1,14,0.389456073685379
2,14,0.35571758913341
3,14,0.243905244501328
4,14,-0.0219179100036984
5,14,0.263292842366851
6,14,-1.15608046357112
7,14,1.78726369019423
8,14,-1.4988922780457
9,14,1.66683500798408
10,14,-0.624002926867939
11,14,-0.0473578947101195
12,14,0.0722296058136327
13,14,0.0179233380046186
14,14,0.0451532473495262
15,14,0.414434035504259
16,14,0.0633722414563409
17,14,-0.139417715257236
18,14,-0.0781815414475225
19,14,-0.0363524350330825
20,14,0.465544991813384
21,14,0.0458573125936175
22,14,-0.371997602732776
23,14,-0.0464457327396138
24,14,-0.00804646711837715
25,14,0.0741264844268322
26,14,0.13458658822513
27,14,-0.158808481315477
28,14,-0.163043359251907
29,14,-0.0170627802672588
30,14,-0.531726650674774
1,15,0.418046070994737
2,15,0.0468945986710428
3,15,0.23766193520514
4,15,-0.0125364181836521
5,15,0.463754712499127
6,15,-1.05051163162171
7,15,1.74314401617673
8,15,-1.61566114209513
9,15,1.14771995280015
10,15,-0.723851696916641
11,15,0.038737187490284
12,15,-0.00863377646179952
13,15,0.705695463191505
14,15,0.410300543186721
15,15,-0.170189710277172
16,15,-0.177027961003403
17,15,0.0741608301476738
18,15,0.303690041529686
19,15,-0.0630698039142514
20,15,-0.200293445502946
21,15,-0.258005944791432
22,15,-0.117362870215502
23,15,-0.0699408176021103
24,15,0.0452849986712581
25,15,-0.117345599844195
26,15,0.0906106276300528
27,15,0.285720291380089
28,15,-0.0247388841637973
29,15,0.550262704871137
30,15,-0.303754009914564
1,16,0.462682306643885
2,16,1.06914664401485
3,16,0.312365603431306
4,16,-0.111901075010186
5,16,0.483269239810762
6,16,-1.10058719732376
7,16,1.56725276934076
8,16,-1.70503798914145
9,16,1.32677464839059
10,16,-0.752279892170885
11,16,-0.0332391458193482
12,16,-0.0220478499443025
13,16,0.648835780176431
14,16,0.0486263545087767
15,16,0.382161710109072
16,16,0.142037760150327
17,16,-0.0924255927459305
18,16,-0.0897943916443352
19,16,0.127255571162932
20,16,0.433839382178273
21,16,-0.142867975018686
22,16,0.235970301620727
23,16,-0.0380925388352024
24,16,-0.048293978428257
25,16,-0.0840059966249402
26,16,0.107254660263824
27,16,-0.0946944118420783
28,16,0.154037006707346
29,16,0.0359320968291874
30,16,-0.238129255529489
1,17,0.332044321965088
2,17,0.462162065878645
3,17,0.249323615595146
4,17,-0.0119694604338324
5,17,0.385078619379679
6,17,-0.919208400652559
7,17,1.65213435759836
8,17,-1.54926607260224
9,17,0.905493841806964
10,17,-0.956705235990437
11,17,0.0579871587961289
12,17,-0.00807077236881049
13,17,-0.200411916911284
14,17,-0.0446603225667922
15,17,0.374824000213255
16,17,0.105982549218709
17,17,0.0243092963781638
18,17,-0.19347777980903
19,17,-0.000409341596154645
20,17,-0.00267621330004992
21,17,-0.11543502044463
22,17,-0.203856004620498
23,17,-0.00014213119812953
24,17,0.0736522812477662
25,17,0.0154097134847628
26,17,-0.0250667242012759
27,17,0.141292163373392
28,17,-0.0900259287846387
29,17,-0.347527916630487
30,17,0.489460268590988
1,18,0.372332186451747
2,18,1.06063290461192
3,18,0.215822179892925
4,18,-0.0121957201047628
5,18,0.40163593000852
6,18,-0.922560140113554
7,18,1.51501180690496
8,18,-1.49716280050064
9,18,0.988503822672767
10,18,-0.603759606778721
11,18,0.0307598675953254
12,18,0.105877638444187
13,18,0.0304664395398054
14,18,0.212247131390817
15,18,0.43356818331364
16,18,-0.164461267082298
17,18,-0.336384722773542
18,18,-0.198175615794739
19,18,-0.0492787414008977
20,18,-0.262469921764483
21,18,-0.141142366058174
22,18,-0.0847312062612526
23,18,0.0292247816716966
24,18,0.0129031996877544
25,18,0.0347918683304163
26,18,0.265516578313449
27,18,-0.0723292944494433
28,18,0.0874508944641744
29,18,0.0298679250147611
30,18,-0.0783420958410148
1,19,0.309718725051788
2,19,0.538465954044071
3,19,0.261462059504201
4,19,-0.0399681476574703
5,19,0.419012568087959
6,19,-1.26832850919182
7,19,1.45110777851101
8,19,-1.46951823661346
9,19,1.36240860290792
10,19,-0.366722948845279
11,19,0.0271375809758378
12,19,0.045887863394343
13,19,0.171043939722788
14,19,0.313511289708285
15,19,-0.0110874092961176
16,19,0.179085793231193
17,19,0.225725343260351
18,19,0.563405066880097
19,19,-0.00572456162984398
20,19,-0.236473643003853
21,19,-0.020237439483399
22,19,-0.110000297854175
23,19,-0.0172035188423982
24,19,-0.0410755626900326
25,19,-0.0188809104975291
26,19,0.167724776720076
27,19,-0.0122557905518869
28,19,0.0100461240433419
29,19,0.702258474987379
30,19,0.340772505043719
1,20,-0.495979889010385
2,20,-0.919836920444898
3,20,1.11365644665618
4,20,-0.118172148047554
5,20,-0.650664368212237
6,20,-1.34633553670551
7,20,9.3520466155404
8,20,-0.759916847568123
9,20,2.42181471857487
10,20,-0.976602323613379
11,20,0.0985778690841521
12,20,0.32262268709394
13,20,0.508344880871543
14,20,0.0409674290450019
15,20,0.387734908123142
16,20,-0.450970960610265
17,20,0.403441081386897
18,20,-0.289020537057287
19,20,0.134643465339565
20,20,0.233706412981749
21,20,-0.0504601059622821
22,20,0.335961548588973
23,20,-0.000822334828756063
24,20,-0.0166933136268837
25,20,-0.282537037770756
26,20,-0.0758233675544303
27,20,0.0882204624146603
28,20,0.143027515318776
29,20,-0.765713741221595
30,20,0.139227909713643
1,21,0.403659972877515
2,21,0.809928794745456
3,21,0.313069680493774
4,21,-0.124582495765464
5,21,0.309938960270399
6,21,-0.702725681343739
7,21,1.60373538752008
8,21,-1.65222952073808
9,21,0.403416644086089
10,21,-0.580613521923089
11,21,0.0273996213676777
12,21,-0.0574956123662091
13,21,1.00487767181106
14,21,0.127499106519347
15,21,-0.0561872902389821
16,21,-0.274945487575188
17,21,0.190064136786863
18,21,0.216421344184567
19,21,-0.0153165016936128
20,21,-0.516638111144146
21,21,-0.0181246785321666
22,21,-0.667051060911749
23,21,-0.0294759625454444
24,21,-0.068519959654242
25,21,-0.0289121936745247
26,21,-0.127083469466955
27,21,0.106712548530501
28,21,-0.00181418911108168
29,21,0.427655559639787
30,21,0.168283450276086
1,22,0.432179139222327
2,22,0.228376541932661
3,22,0.355265338554858
4,22,-0.167837665536724
5,22,0.384316333197477
6,22,-1.14000325761014
7,22,1.40725493708115
8,22,-1.58949870469934
9,22,0.721999321217245
10,22,-0.48627212953915
11,22,0.0164496380857587
12,22,-0.0404068590862947
13,22,0.137156862990468
14,22,0.272728420948281
15,22,0.177106503116465
16,22,-0.0511244244201155
17,22,0.275598178257461
18,22,-0.031191182126756
19,22,0.0396826331790483
20,22,-0.276717157747769
21,22,0.190138428229242
22,22,-0.353692701607212
23,22,-0.0393779154024936
24,22,0.0014875573192021
25,22,-0.0300522474378051
26,22,-0.193300024553255
27,22,-0.399885918561143
28,22,0.0642820338349359
29,22,0.0665987971655059
30,22,0.175884988121943
1,23,-0.02382925334543
2,23,1.57406188988293
3,23,-0.42527839292429
4,23,-0.287396714881573
5,23,-0.585838389316166
6,23,-6.11018987681152
7,23,5.82763352592493
8,23,-7.08349220087301
9,23,0.568695473055525
10,23,0.149516438543643
11,23,-0.0381065492360321
12,23,-0.503923046917368
13,23,-0.0410703883258008
14,23,-0.223601197560955
15,23,-0.124185004187672
16,23,0.0410267374408253
17,23,0.00968186019108625
18,23,-0.93731095897011
19,23,-0.00684868433398822
20,23,0.125597463315421
21,23,0.0536130915751156
22,23,-1.31008148621316
23,23,0.0465528158492506
24,23,-0.00841175509864827
25,23,-0.158265563221404
26,23,0.00316668428709366
27,23,-0.0101270546796391
28,23,0.371276416477575
29,23,-3.83926231917175
30,23,-0.044261805474134
1,24,0.230715717506569
2,24,1.1476083453074
3,24,0.283158485551644
4,24,-0.162947761827527
5,24,0.354876740667214
6,24,-0.952269659479807
7,24,1.73689952945321
8,24,-1.54026551179952
9,24,0.510570176062003
10,24,-0.668159532313783
11,24,0.0444418726590835
12,24,0.145789184798909
13,24,-0.0179118832387869
14,24,0.398960406221179
15,24,0.00735922981918496
16,24,-0.165358404723859
17,24,-0.212417201245988
18,24,0.111989580790915
19,24,0.0744781391949673
20,24,0.0713124281056114
21,24,0.207592854990424
22,24,-0.320287900462929
23,24,0.0372326715991569
24,24,0.0969097406870603
25,24,0.14691426231864
26,24,-0.0187909015201014
27,24,0.0472507699452632
28,24,-0.0457190391355619
29,24,-0.0481739245220324
30,24,-0.0292399775733988
1,25,0.431651713637303
2,25,1.25483003588006
3,25,0.262464156603845
4,25,-0.0828528968046527
5,25,0.36808386724707
6,25,-1.3289836936286
7,25,1.48786811873391
8,25,-1.40392231940549
9,25,0.768633462283504
10,25,-0.740641817836324
11,25,0.0164551194814674
12,25,0.170822475058232
13,25,-0.0270427222657454
14,25,0.280340927484207
15,25,0.0876428173060579
16,25,-0.451211811181907
17,25,0.201032146250982
18,25,0.300590353846785
19,25,0.0806090501362546
20,25,0.0191070562461949
21,25,-0.0752745683455969
22,25,-0.285125845563013
23,25,-0.0406986877361891
24,25,-0.0569864817934088
25,25,-0.0176665865674297
26,25,0.232363444708284
27,25,-0.180859103126533
28,25,-0.108939801119892
29,25,0.42038024793126
30,25,0.0434150070950724
1,26,-0.182497282004367
2,26,4.72215966532557
3,26,-0.0900842011382899
4,26,0.271894751084442
5,26,1.47395319433808
6,26,0.191880170665995
7,26,11.0623652899828
8,26,-7.64363889964301
9,26,5.72914097602303
10,26,-1.41606381182412
11,26,0.0175726253988858
12,26,0.193092471611773
13,26,-0.0279129247214005
14,26,-0.507244679150096
15,26,-0.0265182002920174
16,26,-0.10845762557742
17,26,-0.519214626734237
18,26,0.3300029043827
19,26,0.0309037587266524
20,26,-0.348462468580326
21,26,-0.016181708733688
22,26,0.577558361880404
23,26,0.0173310392319164
24,26,0.00752803719878229
25,26,-0.139950428656311
26,26,-0.0401141095225532
27,26,-0.128742153860714
28,26,0.0592588839790242
29,26,1.79226467902655
30,26,1.15398213439947
1,27,0.318570415537463
2,27,0.250997358955665
3,27,0.294356153749199
4,27,-0.142293932787734
5,27,0.385176814386819
6,27,-1.08707076012281
7,27,1.50924396428378
8,27,-1.62999605632861
9,27,0.884796833653428
10,27,-0.921159506905941
11,27,-0.00328948794079084
12,27,-0.193153712504066
13,27,-0.430185207158114
14,27,0.19834346501992
15,27,0.570611613293108
16,27,-0.115711837205447
17,27,-0.242095949710416
18,27,0.0495594911489721
19,27,0.11025705789291
20,27,-0.142284451298849
21,27,0.116141424059573
22,27,0.30020450829866
23,27,0.0171951242597749
24,27,-0.000281528010718129
25,27,-0.0306842853558834
26,27,-0.00844781572833116
27,27,-0.178094104532941
28,27,0.108599623410787
29,27,-0.0651563105432574
30,27,-0.069372838901829
1,28,0.496556771322606
2,28,0.503038075488743
3,28,0.239471766936116
4,28,-0.154947886826932
5,28,0.345809077553535
6,28,-0.903805267116732
7,28,1.71009488348262
8,28,-1.49201546123994
9,28,1.02716653323994
10,28,-0.343116748268676
11,28,-0.0378860722598579
12,28,-0.0762627155438407
13,28,0.170329325186405
14,28,0.0441954269078763
15,28,-0.261012926328517
16,28,-0.156535613980741
17,28,0.0933598895152765
18,28,-0.158838685228085
19,28,0.0432776408999229
20,28,-0.420241169786817
21,28,-0.0752749676810475
22,28,0.689158659735607
23,28,-0.0245448506519775
24,28,0.0068184928934729
25,28,-0.138189075392625
26,28,-0.0184877539272244
27,28,-0.0830203155815487
28,28,0.149397196151704
29,28,-0.404058894047649
30,28,0.171646587857986
1,29,0.346077249108585
2,29,0.158300487172308
3,29,0.218198896358537
4,29,-0.133967500862737
5,29,0.317297112304908
6,29,-1.01202730749531
7,29,1.37660054148987
8,29,-1.54099543004699
9,29,0.58642290457975
10,29,-0.642658570723871
11,29,0.0099963975336241
12,29,0.117648333732842
13,29,-0.634552616019032
14,29,0.483982062193138
15,29,0.206612874755404
16,29,0.124711446134271
17,29,-0.330538809493823
18,29,-0.213548727018114
19,29,-0.099626403447229
20,29,0.111995651298147
21,29,0.102053534264134
22,29,0.0770329254121566
23,29,-0.00402065615876286
24,29,-0.0271390933007179
25,29,0.0418044318829557
26,29,-0.104771298182013
27,29,0.0517587942376325
28,29,-0.0208930987828336
29,29,-0.825734871628405
30,29,0.0250024290814396
1,30,0.477885495784479
2,30,-0.260898402941558
3,30,0.239387465953501
4,30,-0.388050484323674
5,30,0.323732017947265
6,30,-1.02568102949363
7,30,1.37852028604522
8,30,-1.67622496686816
9,30,0.359707649394155
10,30,-0.860390260544038
11,30,0.0296569844673241
12,30,-0.06378678138699
13,30,-0.155349509305213
14,30,0.570690321970842
15,30,0.440208168053232
16,30,0.0422046368549626
17,30,-0.325523851745794
18,30,0.0170034376800559
19,30,-0.0630085853299608
20,30,-0.0706873339498221
21,30,0.130818664009053
22,30,0.390636494676144
23,30,-0.0888866806110862
24,30,-0.0199123863530423
25,30,-0.113803738565255
26,30,0.0211064859070003
27,30,-0.341433565269684
28,30,0.217248834606596
29,30,-0.452846230459946
30,30,0.0696278733887824
1,31,0.550890688836555
2,31,0.392059677758624
3,31,0.321949230093689
4,31,-0.203885618197019
5,31,0.371456518022317
6,31,-1.08108206821342
7,31,1.68854454782667
8,31,-1.40200022856038
9,31,0.849116100083126
10,31,-0.566832456916915
11,31,0.0283686263787816
12,31,0.170174930747848
13,31,0.087737323395541
14,31,0.227639724761872
15,31,0.383699418493006
16,31,-0.121700154245176
17,31,0.212940795606702
18,31,-0.0379034809704684
19,31,-0.0735724158225108
20,31,0.763263183757107
21,31,-0.0983970807197812
22,31,-0.370791786050154
23,31,0.0690868890431719
24,31,0.072950769946027
25,31,0.0268795959129352
26,31,0.194943625248508
27,31,-0.0886762468068824
28,31,-0.14729686332567
29,31,-0.347839836623561
30,31,-0.114768431574425
1,32,0.540158194272984
2,32,-0.0132574874004994
3,32,0.330231868678907
4,32,-0.243497555766688
5,32,0.391490923386933
6,32,-0.947359081437679
7,32,1.53629143691093
8,32,-1.72526469034661
9,32,0.701561881877175
10,32,-0.969580355765792
11,32,-0.0450852477416558
12,32,0.120649517525232
13,32,-0.316879900172196
14,32,0.237021355466002
15,32,0.550594129854198
16,32,-0.170156104718829
17,32,-0.109003209409284
18,32,-0.0382666864158392
19,32,0.0600036960224915
20,32,0.26537793378115
21,32,-0.0475179552354897
22,32,-0.338394178835773
23,32,-0.0065192448826454
24,32,-0.00780437482646327
25,32,-0.00777151852895747
26,32,-0.190077832886146
27,32,0.0326512927881997
28,32,0.0588461819339405
29,32,0.870296955310942
30,32,-0.0083679367634089
1,33,0.442126196972319
2,33,1.06181759092748
3,33,0.212283271122332
4,33,-0.25488073524987
5,33,0.397170081749965
6,33,-1.18619081855824
7,33,1.48999276461162
8,33,-1.64905709301981
9,33,1.43754504686284
10,33,-0.275705202869205
11,33,0.033948498586133
12,33,0.412793767879535
13,33,0.0326172192296682
14,33,0.184008780731249
15,33,0.319707740408306
16,33,-0.210744670646626
17,33,0.0663282083285706
18,33,0.149610191816371
19,33,0.0345798149165817
20,33,-0.633777763491783
21,33,-0.0698396551799646
22,33,0.0489699536377235
23,33,-0.00396793309131059
24,33,0.0851872726517394
25,33,-0.033276474466055
26,33,0.0610122871332173
27,33,-0.0211266681489472
28,33,-0.194800576173591
29,33,0.262281173769402
30,33,-0.0250504339391612
1,34,0.384691685532489
2,34,0.0387110737857842
3,34,0.350373315798532
4,34,-0.227758705152643
5,34,0.355924471279515
6,34,-1.24193864458306
7,34,1.27617740527738
8,34,-1.70279752093534
9,34,0.95980004185347
10,34,-0.742632201453805
11,34,-0.0201720292475767
12,34,-0.110451824864873
13,34,-0.181964145003489
14,34,0.316353501634814
15,34,0.796806367242296
16,34,-0.0213435136639403
17,34,-0.358809438745262
18,34,-0.342135335961658
19,34,-0.0424479411234971
20,34,0.360527674797921
21,34,0.078006629111441
22,34,0.30420604925902
23,34,-0.0212727901036571
24,34,-0.0561834911220993
25,34,-0.0452707898332009
26,34,-0.0969584154332939
27,34,-0.0842739632933441
28,34,0.113504617500245
29,34,-0.0790018922899388
30,34,-0.0100720626839106
1,35,0.299011524459091
2,35,0.0151191009630326
3,35,0.210600679549251
4,35,-0.215461567438884
5,35,0.32743467521987
6,35,-1.05866510889358
7,35,1.46284363884055
8,35,-1.66850808461405
9,35,1.25487526502444
10,35,-0.353351992250389
11,35,-0.0285867230028351
12,35,-0.118279584551624
13,35,0.0156407093079544
14,35,0.102133474809203
15,35,0.740762182857484
16,35,0.213105204880061
17,35,0.117909433086797
18,35,-0.194978225566134
19,35,-0.126620641680997
20,35,-0.215249140062396
21,35,-0.0848901398923675
22,35,0.141350374081134
23,35,-0.0528652500136328
24,35,0.0425769486798826
25,35,-0.00850712504988753
26,35,0.177825603496087
27,35,0.112214109479509
28,35,-0.0621995013513334
29,35,-0.49784222042213
30,35,-0.103955231783193
1,36,0.546506560044298
2,36,0.558651609872588
3,36,0.277039239338579
4,36,-0.245876749712936
5,36,0.370127748649108
6,36,-0.934382047419002
7,36,1.51787073557284
8,36,-1.59250145512567
9,36,-0.0831481644321814
10,36,-0.890226367398597
11,36,0.0296242122877916
12,36,0.0289815587467399
13,36,-0.471982576806644
14,36,0.276487574933123
15,36,0.460644334482149
16,36,-0.22170634073094
17,36,-0.0317847557824198
18,36,0.149417592658929
19,36,-0.0147631072943225
20,36,0.0937576598271864
21,36,-0.132033454826437
22,36,0.175696295681448
23,36,-0.0646372005841185
24,36,0.0734338439972571
25,36,0.0635498445720718
26,36,-0.104789206322765
27,36,0.0788829895070259
28,36,-0.0647946781811574
29,36,-0.0734854887594611
30,36,-0.524906992507558
1,37,0.526147477985832
2,37,-0.317277936203403
3,37,0.352030189272499
4,37,-0.460707331569871
5,37,0.453779308340082
6,37,-1.14386168518281
7,37,1.61917720739081
8,37,-1.47859947261997
9,37,1.19197361224472
10,37,-0.483876682479727
11,37,-0.00954925825428084
12,37,-0.134067385952618
